,id,year_of_birth,height,weight,running_years,time_1km_id,time_5km_id,time_10km_id,time_21km_id,time_42km_id,training_amount,km_amount,speed_training_amount,minute_per_km_speed_training_id,threshold_training_amount,minute_per_km_threshold_training_id,interval_training_amount,minute_per_km_interval_training_id,run_up_training_amount,minute_per_km_run_up_training_id,runway_amount,km_per_runway,minute_per_km_runway_id,other_trainings,other_trainings_amount,other_trainings_time,wellness,wellness_amount,detraining_amount,detraining_days,warmup_id,warmup_time
1102,1103,2000,154,85,7,6,7,6,8,14,2,42,3,5,5,6,6,5,4,5,5,25,8,0,0,0,0,0,5,7,2,20
1103,1104,1977,183,61,14,1,3,12,2,14,6,90,9,1,6,3,7,2,7,2,6,30,4,1,6,90,1,10,3,10,2,10
1104,1105,1990,142,94,11,11,7,7,7,9,2,65,6,7,8,7,5,7,3,7,2,29,9,0,0,0,0,0,4,11,3,20
1105,1106,1969,195,59,5,2,3,4,4,14,3,85,6,1,7,2,7,1,8,2,6,30,4,0,0,0,0,0,5,11,1,15
1106,1107,1980,187,62,20,5,6,6,8,14,5,63,4,5,4,6,10,7,6,7,4,28,9,0,0,0,1,3,3,10,3,15
1107,1108,1988,187,77,5,11,4,4,1,1,3,43,8,1,6,2,10,3,8,3,5,26,5,0,0,0,1,12,4,15,1,20
1108,1109,1976,151,96,14,5,6,7,8,6,2,55,3,7,3,7,9,7,5,7,5,18,9,1,7,30,0,0,4,9,1,5
1109,1110,2000,142,85,20,4,9,12,7,6,5,55,4,6,3,5,8,5,7,5,5,29,7,1,10,30,0,0,1,15,3,15
1110,1111,1974,147,80,12,6,7,6,5,9,5,47,5,6,3,7,9,6,7,5,4,16,8,0,0,0,0,0,2,6,2,5
1111,1112,1978,181,80,0,11,12,12,11,11,4,36,3,8,4,8,7,8,4,11,2,10,12,0,0,0,0,0,2,9,4,15
1112,1113,2000,156,58,18,2,2,4,1,2,6,87,5,1,6,2,7,1,8,1,5,39,6,0,0,0,1,9,1,12,1,10
1113,1114,1988,146,75,18,4,8,5,7,6,2,38,7,7,10,5,10,5,3,6,3,20,9,1,2,90,0,0,4,10,1,20
1114,1115,1988,194,60,11,5,8,7,12,14,5,69,3,7,4,7,10,7,5,7,2,17,9,1,2,60,1,13,1,9,3,5
1115,1116,1989,191,65,4,11,14,3,1,2,6,96,9,2,6,3,7,3,10,2,6,36,4,1,4,75,1,13,1,15,2,10
1116,1117,1977,161,63,3,4,14,6,8,8,5,37,5,6,8,7,6,7,3,7,4,24,8,0,0,0,1,4,1,9,2,10
1117,1118,1992,190,69,3,11,12,8,10,10,1,20,0,13,6,8,4,8,3,11,0,23,10,0,0,0,1,13,3,12,2,15
1118,1119,1971,181,67,5,11,10,9,12,12,3,28,3,11,5,8,7,11,1,11,1,12,10,1,2,30,1,5,3,12,2,20
1119,1120,1971,193,68,13,11,14,2,12,3,7,100,6,1,8,2,10,2,7,2,5,39,6,0,0,0,0,0,1,13,1,20
1120,1121,1998,140,58,1,11,8,7,8,14,3,36,5,5,9,5,4,6,5,5,2,30,7,1,7,45,1,9,1,5,3,10
1121,1122,1988,189,97,0,8,10,11,10,12,1,11,0,13,3,8,3,11,5,8,4,14,12,0,0,0,0,0,1,14,2,20
1122,1123,1996,179,77,8,11,2,1,12,1,3,50,8,2,6,2,10,3,7,2,4,34,5,0,0,0,1,14,5,10,1,15
1123,1124,1973,159,96,4,9,11,10,10,14,2,38,1,11,0,13,2,11,0,13,3,18,10,1,5,90,0,0,3,11,2,15
1124,1125,1978,152,91,12,4,8,6,12,6,2,35,6,7,4,6,9,6,5,7,5,29,9,0,0,0,1,6,3,11,2,10
1125,1126,1996,179,69,16,5,7,12,12,9,3,39,3,5,6,7,9,6,7,5,2,17,7,0,0,0,0,0,1,15,1,20
1126,1127,1981,162,93,3,7,10,8,11,11,2,30,5,8,1,11,4,11,1,11,2,17,10,0,0,0,0,0,4,14,4,10
1127,1128,1999,188,62,20,2,4,1,3,3,5,83,9,1,6,2,6,2,9,3,6,23,4,1,9,45,1,7,4,8,2,10
1128,1129,1997,154,80,4,9,11,8,12,11,4,35,2,11,5,11,5,8,4,11,0,10,10,0,0,0,0,0,5,6,2,5
1129,1130,1975,183,104,6,8,11,10,10,13,3,28,3,11,7,11,2,8,1,11,2,22,10,0,0,0,1,9,1,14,2,15
1130,1131,1985,163,70,11,11,14,1,2,2,5,54,8,3,5,2,12,3,8,3,4,29,6,0,0,0,1,1,4,5,2,10
1131,1132,1985,179,98,2,11,9,5,7,6,4,51,3,7,8,5,8,6,3,6,2,26,7,0,0,0,0,0,4,5,3,10
1132,1133,1974,151,98,1,6,14,6,12,6,2,40,5,6,7,7,5,7,7,7,4,20,8,1,9,90,0,0,5,15,2,10
1133,1134,1997,162,68,2,4,7,7,6,6,5,30,4,5,5,7,4,7,4,6,4,20,7,1,6,90,0,0,5,6,3,15
1134,1135,1974,155,110,7,8,12,12,12,13,1,49,1,11,4,11,7,11,1,8,1,21,12,0,0,0,1,6,4,13,4,10
1135,1136,1999,163,100,5,4,7,5,5,7,5,35,5,5,5,6,7,6,5,7,3,18,9,1,1,90,1,14,1,5,2,10
1136,1137,1998,158,63,4,3,2,1,12,1,3,90,9,3,5,3,11,1,7,3,5,36,4,0,0,0,0,0,4,5,1,15
1137,1138,2000,148,62,6,9,14,10,9,13,4,22,5,11,3,11,6,11,2,11,1,15,10,0,0,0,0,0,1,11,2,15
1138,1139,1980,182,65,2,11,14,6,12,8,2,67,6,6,7,7,10,5,6,5,3,28,7,0,0,0,0,0,4,9,2,10
1139,1140,1983,172,80,14,11,7,5,8,7,2,56,3,6,3,5,7,6,3,6,2,16,8,1,8,45,1,14,1,15,2,20
1140,1141,1980,149,79,9,1,4,1,4,14,5,59,9,3,9,2,12,3,10,3,5,21,5,1,2,75,0,0,4,8,2,20
1141,1142,1975,172,84,14,6,8,12,6,14,5,34,4,6,6,5,10,7,5,5,2,22,8,1,10,60,0,0,1,8,1,20
1142,1143,1975,183,70,4,5,6,6,8,6,2,58,4,7,5,5,8,7,3,7,3,17,7,1,5,45,1,13,3,14,3,5
1143,1144,1996,154,110,7,11,12,9,12,11,1,12,3,11,2,11,3,8,1,8,4,18,10,0,0,0,0,0,5,15,3,15
1144,1145,1970,167,70,15,11,2,3,4,1,5,86,8,3,5,1,9,1,5,3,5,27,5,0,0,0,0,0,1,14,1,10
1145,1146,1972,153,75,3,3,2,1,3,14,4,72,8,2,9,2,10,3,5,3,4,20,5,0,0,0,1,7,5,14,1,15
1146,1147,1976,187,71,12,11,14,12,5,6,4,42,6,6,8,7,5,7,4,6,3,19,8,0,0,0,1,8,2,13,3,5
1147,1148,1994,183,63,0,6,9,7,5,6,5,62,5,5,9,5,10,5,7,5,3,25,7,0,0,0,1,4,5,15,1,10
1148,1149,1990,175,59,5,2,4,4,2,14,7,59,9,2,11,3,12,1,10,1,7,29,5,0,0,0,0,0,2,12,2,15
1149,1150,1969,166,67,6,9,14,8,11,11,3,19,5,11,7,8,5,8,3,8,0,20,12,0,0,0,0,0,1,6,2,5
1150,1151,1971,185,69,13,11,14,2,4,5,3,62,6,3,8,3,7,3,10,2,4,38,6,0,0,0,0,0,5,5,1,5
1151,1152,1970,178,106,5,7,10,9,11,11,1,19,3,8,6,11,2,8,0,13,3,12,12,1,7,75,1,12,3,7,4,10
1152,1153,1979,193,103,9,9,14,9,12,14,4,37,5,8,4,11,6,11,3,11,4,20,10,0,0,0,1,1,2,5,3,20
1153,1154,1984,162,67,5,2,4,12,12,1,4,76,6,1,12,3,10,3,6,2,7,28,5,1,8,75,1,7,2,9,1,20
1154,1155,1979,160,87,2,7,12,8,9,11,1,42,1,8,3,8,6,8,0,13,0,21,12,0,0,0,0,0,5,7,3,15
1155,1156,1968,191,50,9,4,8,7,7,7,4,64,6,6,4,6,7,5,4,5,4,18,9,0,0,0,1,14,3,5,1,20
1156,1157,1978,191,67,15,4,7,6,12,14,4,51,7,6,6,7,6,6,7,6,3,29,8,0,0,0,1,5,5,9,1,5
1157,1158,1993,141,99,9,6,9,12,8,7,3,45,6,5,5,6,6,7,7,7,2,19,8,1,5,30,0,0,4,10,3,10
1158,1159,1999,147,79,0,7,13,10,10,13,3,44,3,11,7,8,5,11,3,11,1,22,10,0,0,0,0,0,5,8,3,20
1159,1160,2001,160,68,9,8,11,9,12,14,2,45,5,11,7,8,3,8,2,8,2,10,12,0,0,0,1,15,3,14,2,10
1160,1161,1990,158,74,12,6,8,12,5,6,2,45,4,7,9,5,8,7,5,7,3,30,9,0,0,0,0,0,3,10,2,5
1161,1162,1968,169,71,12,1,4,2,2,2,7,63,7,3,12,2,9,2,10,1,5,36,4,0,0,0,0,0,3,15,1,20
1162,1163,1978,199,64,5,8,14,8,10,14,2,41,0,13,6,8,3,8,5,8,3,23,10,1,10,30,1,11,1,11,2,15
1163,1164,1979,159,73,15,1,2,12,12,1,5,52,6,1,12,2,10,3,8,2,4,36,4,0,0,0,1,2,3,12,2,20
1164,1165,1984,169,77,9,8,14,10,10,14,3,21,4,11,5,11,2,11,1,8,4,17,12,0,0,0,0,0,2,11,4,20
1165,1166,1968,152,52,10,6,6,5,8,9,3,33,4,6,6,5,4,6,6,5,3,23,7,0,0,0,0,0,4,15,1,10
1166,1167,1990,198,96,17,11,6,12,7,6,4,50,3,7,6,7,8,6,7,6,4,21,7,0,0,0,1,12,5,7,3,20
1167,1168,1999,156,92,15,6,7,6,5,14,2,33,4,7,6,5,7,6,5,6,4,28,8,0,0,0,1,13,3,12,3,10
1168,1169,1992,170,107,5,7,10,10,11,10,2,29,5,8,7,8,4,8,2,11,4,11,12,1,4,90,0,0,1,10,4,20
1169,1170,1999,183,69,17,1,14,3,3,2,5,73,10,1,11,2,6,3,6,1,7,20,6,1,6,90,1,9,1,11,2,20
1170,1171,1987,152,65,8,7,13,9,12,14,3,42,3,11,2,8,5,11,5,11,4,10,10,1,9,60,0,0,3,14,3,10
1171,1172,1990,189,107,3,10,13,10,12,12,1,28,0,13,6,8,4,11,3,11,2,12,10,1,8,90,1,13,1,10,2,15
1172,1173,1976,169,52,14,5,8,7,5,6,3,60,3,6,4,6,4,6,6,6,2,25,8,0,0,0,0,0,2,15,3,20
1173,1174,1979,141,92,4,9,11,8,10,12,4,40,2,8,3,11,4,11,3,11,1,18,10,0,0,0,1,9,3,10,3,20
1174,1175,1968,156,77,15,11,2,3,12,4,5,88,7,1,11,1,7,3,5,3,7,30,5,0,0,0,1,5,2,6,1,15
1175,1176,1983,182,56,10,3,14,12,12,2,6,90,7,1,10,2,8,2,6,3,4,34,5,0,0,0,1,1,4,9,2,5
1176,1177,1994,158,74,12,11,3,12,4,2,3,87,7,2,10,3,12,1,6,3,4,22,6,0,0,0,0,0,4,6,1,10
1177,1178,2002,176,110,2,11,14,8,11,14,3,14,3,11,3,8,6,11,2,11,3,20,12,1,2,60,0,0,2,5,4,10
1178,1179,1997,185,84,10,9,11,10,12,14,3,14,3,8,5,11,3,8,4,11,3,25,10,1,5,60,1,7,2,15,2,15
1179,1180,1986,152,64,7,3,2,3,1,4,7,85,8,1,11,2,8,1,8,1,7,33,6,0,0,0,1,12,1,11,1,20
1180,1181,1989,146,60,11,11,1,3,4,3,4,64,5,3,9,3,9,1,6,2,7,29,5,1,10,60,1,6,4,5,1,20
1181,1182,1971,187,65,7,3,3,1,12,1,4,100,8,2,6,2,11,2,5,1,5,25,4,1,6,90,0,0,5,13,2,10
1182,1183,1980,180,67,6,11,8,7,12,8,5,64,6,7,7,6,5,6,6,6,5,27,9,0,0,0,0,0,3,10,3,20
1183,1184,1970,153,90,7,8,10,10,11,14,3,49,5,11,6,8,2,11,2,11,1,21,10,1,8,60,1,13,1,8,4,20
1184,1185,1971,147,60,2,11,12,10,10,11,1,44,0,13,2,11,6,8,2,8,2,25,12,1,7,60,1,14,3,6,3,20
1185,1186,1980,191,94,1,9,12,11,12,12,1,35,3,8,2,11,5,11,0,13,3,10,10,1,7,45,0,0,5,14,4,15
1186,1187,1988,151,62,1,9,13,9,11,13,1,22,1,8,1,11,2,8,1,8,3,18,12,0,0,0,0,0,4,8,3,5
1187,1188,1988,142,95,9,4,7,12,5,14,5,42,5,6,4,7,10,5,7,7,2,25,8,0,0,0,0,0,1,12,3,15
1188,1189,1969,140,80,5,3,1,3,1,3,5,42,6,2,8,3,7,3,6,1,4,27,5,0,0,0,0,0,3,14,1,10
1189,1190,1985,191,56,13,3,1,12,1,5,6,48,7,1,6,1,9,1,8,3,4,30,6,1,4,30,1,15,4,6,2,15
1190,1191,1975,161,95,1,9,13,8,9,10,2,26,1,11,1,8,4,8,4,11,2,15,12,0,0,0,0,0,4,9,4,20
1191,1192,2002,195,67,18,1,4,12,3,3,4,95,9,2,12,3,8,1,5,2,6,26,4,1,10,45,1,2,1,9,2,10
1192,1193,1985,182,98,10,11,11,12,11,12,3,11,1,8,3,8,6,11,3,11,1,12,12,1,9,90,1,5,2,9,4,5
1193,1194,1975,188,84,0,8,11,8,11,13,1,24,0,13,5,11,7,11,5,8,0,23,12,0,0,0,0,0,2,9,3,10
1194,1195,1982,159,86,5,4,8,6,7,6,5,37,4,6,4,7,6,7,4,6,2,26,8,0,0,0,0,0,1,14,3,5
1195,1196,1980,159,97,16,11,7,5,12,6,4,63,7,7,9,6,9,5,6,7,4,15,9,0,0,0,1,14,3,11,2,20
1196,1197,1980,159,79,12,1,14,12,12,1,4,50,7,3,8,3,6,3,7,2,7,28,5,0,0,0,0,0,2,10,1,15
1197,1198,1997,197,79,16,3,14,12,2,14,3,100,8,3,5,2,10,3,8,2,4,20,4,0,0,0,0,0,5,12,1,10
1198,1199,2000,178,90,2,10,12,11,9,10,1,13,3,8,1,8,7,8,1,11,2,19,12,0,0,0,0,0,1,5,2,15
1199,1200,1975,146,58,8,5,9,7,5,6,3,55,5,5,10,5,4,5,3,7,3,23,7,1,9,30,0,0,2,8,1,5
1200,1201,1992,200,70,19,2,2,2,3,2,4,92,9,3,7,1,9,3,9,1,7,28,5,0,0,0,1,12,5,13,1,10
1201,1202,1997,187,56,6,2,2,4,4,3,4,54,6,1,12,3,7,3,7,1,5,35,6,1,7,75,1,9,2,6,2,10
1202,1203,1996,186,65,6,11,14,12,12,14,2,15,5,8,3,8,3,8,2,11,3,11,12,0,0,0,0,0,4,5,2,15
1203,1204,1978,163,75,6,7,12,11,11,14,4,30,4,11,0,13,6,8,2,11,0,22,12,0,0,0,1,4,4,14,2,20
1204,1205,1997,195,97,2,11,6,12,12,9,3,53,3,6,3,7,5,6,7,5,2,15,7,0,0,0,0,0,4,9,3,15
1205,1206,1986,194,80,1,9,11,11,10,10,2,13,5,8,0,13,3,8,5,11,0,15,12,0,0,0,0,0,2,9,3,20
1206,1207,1970,143,59,18,3,1,3,12,5,4,96,9,2,12,3,9,3,10,2,6,23,4,0,0,0,0,0,4,7,1,15
1207,1208,2001,192,100,0,4,8,5,6,6,2,55,6,7,5,7,8,7,4,5,3,19,9,0,0,0,0,0,3,5,2,15
1208,1209,1987,198,80,13,3,4,12,1,3,4,84,5,1,7,1,11,1,8,3,5,20,5,1,9,45,0,0,1,8,1,5
1209,1210,1985,187,100,19,11,6,6,5,7,3,49,4,7,4,6,4,5,5,5,4,30,9,0,0,0,0,0,4,9,1,20
1210,1211,1999,163,90,12,6,7,5,5,14,5,38,6,5,7,5,4,6,3,5,3,26,7,0,0,0,1,4,3,15,2,20
1211,1212,1999,167,69,8,3,14,4,1,2,4,56,10,3,12,3,8,3,8,2,4,39,6,0,0,0,0,0,5,11,1,5
1212,1213,1979,195,57,3,5,8,6,6,6,2,42,7,5,9,5,6,6,4,7,2,28,9,0,0,0,0,0,5,11,2,20
1213,1214,1981,153,110,5,8,12,12,9,13,2,43,5,11,4,8,5,8,3,11,2,14,10,0,0,0,1,3,1,8,4,15
1214,1215,1999,165,65,5,4,9,5,6,14,3,63,3,6,6,7,8,5,4,7,5,26,7,1,9,30,0,0,2,6,2,10
1215,1216,1970,152,96,1,11,10,11,10,11,1,41,5,8,5,8,7,11,0,13,3,17,12,0,0,0,1,13,5,9,4,15
1216,1217,1970,166,61,2,8,11,11,9,12,4,18,0,13,1,11,6,11,4,8,2,11,10,1,3,45,1,7,1,14,2,20
1217,1218,1989,140,68,8,7,13,9,9,13,3,43,2,11,3,11,3,8,5,11,4,22,10,1,5,90,1,13,4,6,4,15
1218,1219,1995,194,79,7,2,2,1,4,14,6,87,6,3,10,1,8,3,5,3,5,26,5,0,0,0,1,1,2,6,2,5
1219,1220,1994,179,64,8,11,9,12,5,8,5,55,4,5,6,6,6,5,4,5,4,19,7,0,0,0,0,0,2,15,3,5
1220,1221,1979,189,74,1,7,12,11,11,13,3,36,2,11,3,11,7,8,4,8,4,22,12,1,2,90,0,0,2,9,4,10
1221,1222,1968,140,78,20,11,8,7,8,9,5,30,5,6,9,6,6,5,6,5,3,28,9,0,0,0,1,1,2,14,1,15
1222,1223,1989,197,58,17,1,1,12,12,3,5,96,5,3,8,1,12,2,10,3,7,40,4,1,7,45,0,0,2,14,1,10
1223,1224,1989,176,71,13,3,1,2,4,1,5,92,7,2,10,2,12,1,10,3,6,38,4,0,0,0,0,0,5,14,1,10
1224,1225,1993,189,77,6,2,3,1,12,4,6,86,5,3,5,3,10,2,8,1,5,40,5,1,6,30,0,0,5,5,2,20
1225,1226,1992,173,56,10,1,1,4,2,4,3,53,8,3,5,1,9,1,9,2,6,37,4,0,0,0,1,12,1,13,1,20
1226,1227,1972,173,70,9,11,2,12,12,14,4,40,9,3,7,2,12,1,9,3,4,36,6,1,9,60,0,0,2,13,2,5
1227,1228,1983,164,109,5,9,12,9,10,12,4,45,3,8,2,8,5,11,4,11,4,10,12,0,0,0,0,0,2,9,2,5
1228,1229,2000,142,110,10,10,14,11,11,13,1,20,0,13,5,8,4,11,4,8,0,24,12,0,0,0,0,0,5,14,2,15
1229,1230,1989,155,97,15,4,8,12,6,8,3,51,6,7,5,6,5,5,5,5,5,30,7,1,2,45,0,0,5,13,2,10
1230,1231,1999,143,104,4,9,11,8,11,12,2,26,0,13,4,11,3,11,1,8,2,10,12,1,7,75,1,2,3,14,4,10
1231,1232,1974,172,81,9,7,10,12,10,14,1,14,5,8,4,8,6,8,5,11,3,15,12,1,2,75,0,0,3,14,2,10
1232,1233,1984,159,70,5,1,2,2,12,5,3,46,5,1,7,3,12,2,7,2,4,25,4,1,6,30,1,1,1,5,1,10
1233,1234,1981,155,56,12,6,9,7,8,6,2,63,4,7,9,6,7,5,7,5,3,29,8,1,7,75,0,0,2,15,2,15
1234,1235,1986,143,53,19,4,14,5,6,8,5,58,5,6,8,7,10,6,6,7,5,22,7,1,2,30,0,0,2,9,2,10
1235,1236,1980,183,80,13,11,1,2,2,3,3,68,5,3,11,2,11,1,6,1,6,39,5,1,7,45,1,5,1,5,1,10
1236,1237,1976,199,88,12,5,8,5,6,6,4,60,7,5,10,6,9,7,4,6,4,18,7,0,0,0,0,0,3,15,2,10
1237,1238,1999,143,98,8,11,7,6,6,7,2,63,3,7,9,7,4,5,6,6,3,22,7,1,5,30,1,3,2,7,3,20
1238,1239,1985,200,67,3,10,12,10,12,13,2,21,3,8,4,8,4,11,1,11,1,16,12,0,0,0,0,0,5,6,2,20
1239,1240,1974,149,77,17,3,4,1,4,5,5,51,9,1,9,1,11,3,7,3,5,38,4,1,7,45,1,12,5,15,1,20
1240,1241,1989,146,93,15,4,8,5,5,8,3,41,5,5,4,5,10,6,6,5,4,25,9,0,0,0,0,0,4,10,3,10
1241,1242,1986,154,68,4,9,13,8,9,12,3,31,4,11,6,8,6,11,1,8,0,10,12,0,0,0,1,7,3,13,3,5
1242,1243,1998,168,80,9,5,6,7,7,8,4,57,3,7,4,7,5,5,4,5,2,16,7,0,0,0,0,0,2,10,1,15
1243,1244,1986,169,70,10,11,3,3,1,1,3,46,10,2,7,2,7,3,6,3,4,39,5,1,5,75,1,3,4,8,1,15
1244,1245,1968,187,110,10,7,14,9,12,13,4,24,0,13,1,8,7,11,1,11,2,23,12,0,0,0,1,13,2,11,2,5
1245,1246,1979,153,66,3,3,2,1,12,14,4,42,6,1,5,2,9,3,9,2,4,29,6,1,4,75,0,0,2,6,2,15
1246,1247,1974,186,51,8,2,4,1,12,14,3,50,9,3,11,3,10,1,8,2,7,38,5,1,4,45,0,0,4,9,2,5
1247,1248,1993,189,72,4,4,14,6,6,9,3,50,7,5,10,7,7,7,3,5,4,26,7,1,7,30,0,0,5,13,2,20
1248,1249,1992,187,53,16,11,7,7,8,9,5,51,7,7,3,6,6,5,6,5,5,26,9,0,0,0,1,12,5,13,1,20
1249,1250,1984,165,81,11,6,6,7,5,9,4,64,5,6,9,7,10,6,5,5,5,21,8,1,1,90,1,1,2,7,3,20
1250,1251,1985,185,66,1,4,8,5,12,7,4,60,4,5,7,7,10,5,5,5,2,30,9,0,0,0,1,11,3,10,1,15
1251,1252,1999,168,65,3,8,11,9,12,11,3,38,0,13,0,13,5,11,0,13,1,14,12,0,0,0,0,0,1,9,4,5
1252,1253,1993,148,74,6,6,9,12,6,6,3,32,5,5,9,6,6,5,4,5,3,17,9,0,0,0,0,0,1,5,2,20
1253,1254,1976,153,109,2,7,12,11,10,14,3,38,0,13,3,8,2,11,5,11,4,12,10,1,3,60,0,0,1,6,2,20
1254,1255,1997,149,64,5,11,4,12,4,14,7,47,8,3,10,3,12,1,9,3,5,20,5,1,3,45,1,13,5,7,1,5
1255,1256,1975,186,68,1,7,12,10,9,12,3,15,0,13,4,11,7,11,3,8,2,22,12,0,0,0,0,0,5,13,4,15
1256,1257,1984,155,69,15,6,6,5,8,7,3,48,7,7,4,5,10,5,3,6,2,17,9,1,1,45,1,12,4,5,2,15
1257,1258,1975,191,88,1,9,11,8,10,13,2,35,4,8,7,8,5,11,5,8,0,25,10,1,8,60,1,11,1,12,3,10
1258,1259,1992,180,72,11,2,3,12,12,14,3,97,8,1,10,2,9,3,5,3,4,39,5,0,0,0,1,4,5,5,2,10
1259,1260,1997,169,68,19,2,4,2,1,4,6,71,5,2,12,2,6,1,9,2,4,36,4,1,6,45,1,7,3,7,1,10
1260,1261,1977,158,90,7,11,7,7,12,8,2,53,6,5,9,5,9,7,5,7,2,26,8,0,0,0,0,0,3,14,2,15
1261,1262,1989,185,98,0,8,11,10,12,11,2,15,3,8,0,13,6,11,2,11,0,11,12,0,0,0,0,0,3,12,4,15
1262,1263,1982,172,54,3,4,14,5,5,14,2,35,4,6,6,6,5,5,5,5,3,18,7,0,0,0,1,11,1,12,3,15
1263,1264,1979,195,76,7,8,11,8,9,10,3,31,3,11,4,11,4,8,3,11,2,22,10,0,0,0,0,0,1,14,3,15
1264,1265,1992,178,54,6,2,3,2,2,14,7,67,6,3,12,2,11,3,8,1,4,26,5,0,0,0,1,13,2,5,1,10
1265,1266,1996,193,89,1,9,10,11,9,14,2,44,2,8,5,8,6,11,4,8,2,10,10,0,0,0,0,0,5,8,3,20
1266,1267,1973,177,55,7,6,14,12,6,8,3,32,5,6,5,6,6,7,7,6,2,16,7,0,0,0,0,0,5,9,3,10
1267,1268,1982,160,82,5,7,11,9,11,13,1,39,1,11,5,11,4,11,4,8,3,16,12,1,3,90,0,0,3,15,4,20
1268,1269,1989,191,88,14,6,9,12,7,9,3,68,7,5,5,7,7,5,5,7,2,29,9,1,7,60,1,1,2,7,1,5
1269,1270,1970,199,78,1,9,13,12,9,13,1,34,3,11,6,8,5,11,5,8,2,21,10,0,0,0,1,13,4,15,2,5
1270,1271,1991,193,100,6,10,11,8,11,10,4,10,1,8,4,8,2,11,0,13,2,11,12,0,0,0,1,1,2,8,2,5
1271,1272,1992,147,84,9,6,6,5,8,14,4,38,4,7,7,7,9,5,6,7,3,21,7,1,3,45,0,0,5,13,2,15
1272,1273,2001,186,80,11,4,8,7,5,14,2,68,3,7,3,6,8,6,7,7,3,20,8,1,3,75,1,14,5,8,1,20
1273,1274,1970,187,77,12,1,2,2,1,1,7,79,6,1,10,1,10,1,7,1,5,37,6,0,0,0,0,0,5,7,2,15
1274,1275,1980,145,81,7,5,14,6,5,9,2,48,4,5,4,7,4,7,5,7,4,29,8,1,10,60,1,3,4,9,1,15
1275,1276,1999,163,70,2,10,10,11,9,12,2,31,5,11,0,13,4,8,5,11,4,17,10,1,3,75,0,0,4,15,3,20
1276,1277,1978,154,110,8,10,12,12,12,14,1,33,2,8,1,8,5,8,0,13,2,22,10,0,0,0,1,4,4,8,4,20
1277,1278,1996,152,101,4,7,13,9,9,13,1,14,5,8,2,8,7,11,4,8,3,17,10,1,5,30,0,0,2,15,2,10
1278,1279,1984,190,85,16,4,8,7,7,8,4,38,6,6,8,7,7,6,3,6,3,25,8,1,1,90,0,0,2,13,1,15
1279,1280,1970,159,56,11,6,8,7,12,14,2,45,6,7,10,6,6,7,4,6,5,25,8,1,3,75,1,6,2,13,1,10
1280,1281,1981,195,102,10,11,14,8,10,10,1,26,5,8,7,8,2,11,1,11,3,21,10,1,8,90,0,0,2,13,3,15
1281,1282,1973,179,55,14,2,14,1,2,4,4,75,9,2,5,3,7,3,7,1,6,33,4,0,0,0,0,0,2,13,2,20
1282,1283,1978,158,90,10,7,10,12,10,14,2,50,4,11,5,8,5,11,4,11,3,20,12,0,0,0,0,0,3,14,3,20
1283,1284,1983,189,82,1,7,10,11,11,10,2,44,5,8,5,11,6,8,5,8,2,14,10,1,8,45,0,0,5,9,3,10
1284,1285,1982,184,91,0,9,13,12,9,14,4,13,5,8,3,11,7,11,3,8,4,23,12,0,0,0,0,0,5,6,2,10
1285,1286,1975,159,93,6,11,10,10,12,13,1,27,5,11,4,11,2,8,1,11,0,11,12,1,8,90,0,0,4,13,4,5
1286,1287,1999,147,95,3,10,12,8,11,11,2,31,2,8,6,11,4,8,1,8,4,17,12,1,9,45,1,4,5,5,3,10
1287,1288,1968,155,69,3,2,1,2,4,5,3,42,9,2,6,1,8,2,6,1,6,32,4,1,5,75,0,0,4,10,2,20
1288,1289,1975,174,70,14,3,1,1,4,3,4,83,6,2,10,2,6,1,10,3,7,36,4,1,2,45,1,3,3,9,1,5
1289,1290,2000,199,69,10,3,2,12,3,2,3,67,10,1,10,3,6,3,10,3,4,34,5,0,0,0,1,5,2,8,2,15
1290,1291,1992,171,65,9,5,6,6,6,7,2,48,4,7,6,6,4,5,4,6,2,29,9,0,0,0,1,2,5,7,1,10
1291,1292,1996,148,56,8,3,2,2,12,3,4,89,6,1,12,2,12,3,7,2,5,38,4,0,0,0,0,0,4,13,1,10
1292,1293,1979,187,73,1,4,9,6,6,6,3,48,4,5,4,6,9,6,5,6,2,29,9,1,7,90,1,2,1,10,3,20
1293,1294,1986,184,107,1,9,12,12,10,11,1,27,1,11,1,11,3,8,1,11,1,25,10,0,0,0,1,5,4,8,3,20
1294,1295,1988,175,101,2,8,11,8,11,14,1,34,2,11,4,11,5,8,2,11,0,13,10,1,2,90,0,0,1,5,2,5
1295,1296,2001,196,80,15,1,3,12,3,14,7,55,6,2,6,1,8,1,6,3,5,20,4,1,4,75,0,0,3,5,1,5
1296,1297,1971,141,54,6,11,7,6,8,8,2,66,7,7,10,5,6,6,4,5,3,21,8,0,0,0,1,7,3,9,3,5
1297,1298,1995,149,97,10,7,13,9,10,12,2,33,5,11,5,8,6,8,4,8,4,25,10,0,0,0,1,2,2,11,3,10
1298,1299,1996,168,94,6,11,7,6,5,9,3,42,7,7,5,6,6,5,4,5,5,23,7,1,3,60,0,0,4,12,1,5
1299,1300,1975,174,93,12,4,6,7,8,14,2,66,5,5,7,7,7,6,4,6,3,21,8,0,0,0,1,5,1,10,2,15
1300,1301,1971,175,80,11,6,8,7,7,8,3,43,4,6,4,5,7,7,5,6,5,20,7,0,0,0,1,3,2,5,2,15
