"Sygnatura czasowa","Proszę podać rok urodzenia","Proszę podać swój wzrost (w centymetrach)","Proszę podać swoją wagę (w kilogramach)","Od ilu lat regularnie biegasz?","W jakim zakresie jest Twój najlepszy czas na 1km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 5km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 10km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 21,0975km - Półmaraton? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 42,195km - Maraton? (HH:MM:SS)","Ile treningów biegowych wykonujesz średnio w ciągu tygodnia?","Ile kilometrów pokonujesz średnio podczas treningów biegowych w ciągu tygodnia?","Ile razy w ciągu miesiąca wykonujesz trening szybkości?","W jakim zakresie tempa wykonujesz trening szybkości? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening progowy?","W jakim zakresie tempa wykonujesz trening progowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening interwałowy?","W jakim zakresie tempa wykonujesz trening interwałowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz podbiegi?","W jakim zakresie tempa wykonujesz podbiegi? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz wybieganie?","Jaka jest średnia ilość kilometrów wykonywana podczas jednego wybiegania?","W jakim zakresie tempa wykonujesz wybieganie? (w minutach na kilometr)","Czy wykonujesz treningi inne niż biegowe?","Jakie typy treningów, poza biegowymi, wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe treningi? (sumarycznie)","Ile minut średnio trwa pojedynczy trening?","Czy wykonujesz aktywności związane z odnową biologiczną?","Jakie aktywności związane z odnową biologiczną wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe aktywności? (sumarycznie)","Ile razy w ciągu roku stosujesz roztrenowanie?","Jaki jest Twój średni czas trwania roztrenowania? (w dniach)","Czy stosujesz rozgrzewkę przed treningiem biegowym?","Jaki jest średni czas trwania rozgrzewki? (w minutach)"
"2022/01/23 2:57:35 PM CET","1975","186","68","1","od 00:05:31 do 00:06:00","od 00:35:01 do 00:37:00","od 01:15:01 do 01:20:00","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","3","15","0","Nie wykonuję takich treningów","4","od 00:06:01 i powyżej","7","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","2","22","od 00:07:01 i powyżej","Nie","","","","Nie","","","5","13","Nigdy","15"
"2022/01/23 2:57:39 PM CET","1984","155","69","15","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 02:10:01 do 02:20:00","od 03:40:01 do 03:55:00","3","48","7","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","10","od 00:04:01 do 00:04:30","3","od 00:04:31 do 00:05:00","2","17","od 00:06:01 do 00:06:30","Tak","Trening siłowy;Taniec/Zumba/Pole Dance","1","45","Tak","Rozciąganie/Joga;Sauna;Masaż","12","4","5","Regularnie","15"
"2022/01/23 2:57:42 PM CET","1975","191","88","1","od 00:06:31 do 00:07:00","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:30:01 do 02:40:00","od 05:10:01 i powyżej","2","35","4","od 00:05:31 do 00:06:00","7","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","0","25","od 00:06:31 do 00:07:00","Tak","Trening siłowy","8","60","Tak","Sauna","11","1","12","Czasem","10"
"2022/01/23 2:57:45 PM CET","1992","180","72","11","od 00:03:01 do 00:03:30","od 00:17:01 do 00:19:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","3","97","8","od 00:02:00 do 00:02:30","10","od 00:02:31 do 00:03:00","9","od 00:03:01 do 00:03:30","5","od 00:03:01 do 00:03:30","4","39","od 00:04:01 do 00:04:30","Nie","","","","Tak","Rolowanie","4","5","5","Regularnie","10"
"2022/01/23 2:57:49 PM CET","1997","169","68","19","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:00:00 do 01:10:00","od 02:55:01 do 03:10:00","6","71","5","od 00:02:31 do 00:03:00","12","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","9","od 00:02:31 do 00:03:00","4","36","od 00:03:31 do 00:04:00","Tak","Sztuki walki;Taniec/Zumba/Pole Dance","6","45","Tak","Rolowanie","7","3","7","Zawsze","10"
"2022/01/23 2:57:52 PM CET","1977","158","90","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:55:01 do 04:10:00","2","53","6","od 00:04:01 do 00:04:30","9","od 00:04:01 do 00:04:30","9","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","2","26","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","3","14","Regularnie","15"
"2022/01/23 2:57:55 PM CET","1989","185","98","0","od 00:06:01 do 00:06:30","od 00:33:01 do 00:35:00","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:40:01 do 04:55:00","2","15","3","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","6","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","0","11","od 00:07:01 i powyżej","Nie","","","","Nie","","","3","12","Nigdy","15"
"2022/01/23 2:57:59 PM CET","1982","172","54","3","od 00:04:01 do 00:04:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:50:01 do 00:55:00","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","35","4","od 00:04:31 do 00:05:00","6","od 00:04:31 do 00:05:00","5","od 00:04:01 do 00:04:30","5","od 00:04:01 do 00:04:30","3","18","od 00:05:01 do 00:05:30","Nie","","","","Tak","Masaż;Rozciąganie/Joga","11","1","12","Czasem","15"
"2022/01/23 2:58:02 PM CET","1979","195","76","7","od 00:06:01 do 00:06:30","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","3","31","3","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","2","22","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","1","14","Czasem","15"
"2022/01/23 2:58:05 PM CET","1992","178","54","6","od 00:03:01 do 00:03:30","od 00:17:01 do 00:19:00","od 00:35:01 do 00:40:00","od 01:10:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","7","67","6","od 00:03:01 do 00:03:30","12","od 00:02:31 do 00:03:00","11","od 00:03:01 do 00:03:30","8","od 00:02:00 do 00:02:30","4","26","od 00:04:01 do 00:04:30","Nie","","","","Tak","Sauna;Rolowanie","13","2","5","Zawsze","10"
"2022/01/23 2:58:08 PM CET","1996","193","89","1","od 00:06:31 do 00:07:00","od 00:31:01 do 00:33:00","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","44","2","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","6","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","2","10","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","5","8","Czasem","20"
"2022/01/23 2:58:11 PM CET","1973","177","55","7","od 00:05:01 do 00:05:30","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:50:01 do 02:00:00","od 03:55:01 do 04:10:00","3","32","5","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","2","16","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","5","9","Czasem","10"
"2022/01/23 2:58:15 PM CET","1982","160","82","5","od 00:05:31 do 00:06:00","od 00:33:01 do 00:35:00","od 01:10:01 do 01:15:00","od 02:40:01 i powyżej","od 05:10:01 i powyżej","1","39","1","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","3","16","od 00:07:01 i powyżej","Tak","Pilates;Crossfit/HIIT;Rower","3","90","Nie","","","3","15","Nigdy","20"
"2022/01/23 2:58:18 PM CET","1989","191","88","14","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 04:10:01 do 04:25:00","3","68","7","od 00:04:01 do 00:04:30","5","od 00:05:01 do 00:05:30","7","od 00:04:01 do 00:04:30","5","od 00:05:01 do 00:05:30","2","29","od 00:06:01 do 00:06:30","Tak","Sztuki walki;Pilates;Pływanie","7","60","Tak","Masaż;Rolowanie;Rozciąganie/Joga","1","2","7","Zawsze","5"
"2022/01/23 2:58:22 PM CET","1970","199","78","1","od 00:06:31 do 00:07:00","od 00:37:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:20:01 do 02:30:00","od 05:10:01 i powyżej","1","34","3","od 00:06:01 i powyżej","6","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","2","21","od 00:06:31 do 00:07:00","Nie","","","","Tak","Masaż;Sauna;Rozciąganie/Joga","13","4","15","Regularnie","5"
"2022/01/23 2:58:25 PM CET","1991","193","100","6","od 00:07:01 i powyżej","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","od 04:25:01 do 04:40:00","4","10","1","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","2","11","od 00:07:01 i powyżej","Nie","","","","Tak","Masaż","1","2","8","Regularnie","5"
"2022/01/23 2:58:28 PM CET","1992","147","84","9","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 02:10:01 do 02:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","38","4","od 00:05:01 do 00:05:30","7","od 00:05:01 do 00:05:30","9","od 00:04:01 do 00:04:30","6","od 00:05:01 do 00:05:30","3","21","od 00:05:01 do 00:05:30","Tak","Pływanie;Pilates;Sztuki walki","3","45","Nie","","","5","13","Regularnie","15"
"2022/01/23 2:58:31 PM CET","2001","186","80","11","od 00:04:01 do 00:04:30","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","68","3","od 00:05:01 do 00:05:30","3","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","7","od 00:05:01 do 00:05:30","3","20","od 00:05:31 do 00:06:00","Tak","Pływanie","3","75","Tak","Rolowanie;Masaż","14","5","8","Zawsze","20"
"2022/01/23 2:58:35 PM CET","1970","187","77","12","od 00:02:30 do 00:03:00","od 00:15:01 do 00:17:00","od 00:35:01 do 00:40:00","od 01:00:00 do 01:10:00","od 02:10:00 do 02:25:00","7","79","6","od 00:02:00 do 00:02:30","10","od 00:02:00 do 00:02:30","10","od 00:02:00 do 00:02:30","7","od 00:02:00 do 00:02:30","5","37","od 00:04:31 do 00:05:00","Nie","","","","Nie","","","5","7","Regularnie","15"
"2022/01/23 2:58:38 PM CET","1980","145","81","7","od 00:04:31 do 00:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:55:01 do 01:00:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","2","48","4","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","4","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","4","29","od 00:05:31 do 00:06:00","Tak","Trening siłowy;Rower;Pilates","10","60","Tak","Rolowanie;Rozciąganie/Joga","3","4","9","Zawsze","15"
"2022/01/23 2:58:41 PM CET","1999","163","70","2","od 00:07:01 i powyżej","od 00:31:01 do 00:33:00","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","2","31","5","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","4","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","17","od 00:06:31 do 00:07:00","Tak","Pilates","3","75","Nie","","","4","15","Czasem","20"
"2022/01/23 2:58:45 PM CET","1978","154","110","8","od 00:07:01 i powyżej","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","1","33","2","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","2","22","od 00:06:31 do 00:07:00","Nie","","","","Tak","Rolowanie;Sauna","4","4","8","Nigdy","20"
"2022/01/23 2:58:48 PM CET","1996","152","101","4","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:10:01 do 01:15:00","od 02:20:01 do 02:30:00","od 05:10:01 i powyżej","1","14","5","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","7","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","3","17","od 00:06:31 do 00:07:00","Tak","Pilates;Trening siłowy;Taniec/Zumba/Pole Dance","5","30","Nie","","","2","15","Regularnie","10"
"2022/01/23 2:58:51 PM CET","1984","190","85","16","od 00:04:01 do 00:04:30","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","4","38","6","od 00:04:31 do 00:05:00","8","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","3","od 00:04:31 do 00:05:00","3","25","od 00:05:31 do 00:06:00","Tak","Trening siłowy","1","90","Nie","","","2","13","Zawsze","15"
"2022/01/23 2:58:54 PM CET","1970","159","56","11","od 00:05:01 do 00:05:30","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","2","45","6","od 00:05:01 do 00:05:30","10","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","5","25","od 00:05:31 do 00:06:00","Tak","Taniec/Zumba/Pole Dance;Trening siłowy;Sztuki walki","3","75","Tak","Sauna","6","2","13","Zawsze","10"
"2022/01/23 2:58:57 PM CET","1981","195","102","10","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:05:01 do 01:10:00","od 02:30:01 do 02:40:00","od 04:25:01 do 04:40:00","1","26","5","od 00:05:31 do 00:06:00","7","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","3","21","od 00:06:31 do 00:07:00","Tak","Pilates","8","90","Nie","","","2","13","Czasem","15"
"2022/01/23 2:59:00 PM CET","1973","179","55","14","od 00:03:01 do 00:03:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:30:00 do 00:35:00","od 01:10:01 do 01:20:00","od 02:55:01 do 03:10:00","4","75","9","od 00:02:31 do 00:03:00","5","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","7","od 00:02:00 do 00:02:30","6","33","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","2","13","Regularnie","20"
"2022/01/23 2:59:03 PM CET","1978","158","90","10","od 00:05:31 do 00:06:00","od 00:31:01 do 00:33:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","50","4","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","3","20","od 00:07:01 i powyżej","Nie","","","","Nie","","","3","14","Czasem","20"
"2022/01/23 2:59:07 PM CET","1983","189","82","1","od 00:05:31 do 00:06:00","od 00:31:01 do 00:33:00","od 01:20:01 i powyżej","od 02:40:01 i powyżej","od 04:25:01 do 04:40:00","2","44","5","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","6","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","2","14","od 00:06:31 do 00:07:00","Tak","Rower;Pilates","8","45","Nie","","","5","9","Czasem","10"
"2022/01/23 2:59:10 PM CET","1982","184","91","0","od 00:06:31 do 00:07:00","od 00:37:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","13","5","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","7","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","4","23","od 00:07:01 i powyżej","Nie","","","","Nie","","","5","6","Regularnie","10"
"2022/01/23 2:59:13 PM CET","1975","159","93","6","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 05:10:01 i powyżej","1","27","5","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","1","od 00:06:01 i powyżej","0","11","od 00:07:01 i powyżej","Tak","Sztuki walki;Taniec/Zumba/Pole Dance;Pilates","8","90","Nie","","","4","13","Nigdy","5"
"2022/01/23 2:59:16 PM CET","1999","147","95","3","od 00:07:01 i powyżej","od 00:35:01 do 00:37:00","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","od 04:40:01 do 04:55:00","2","31","2","od 00:05:31 do 00:06:00","6","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","4","17","od 00:07:01 i powyżej","Tak","Crossfit/HIIT;Sztuki walki;Rower","9","45","Tak","Sauna;Rolowanie;Rozciąganie/Joga","4","5","5","Czasem","10"
"2022/01/23 3:00:27 PM CET","1968","155","69","3","od 00:03:01 do 00:03:30","od 00:13:00 do 00:15:00","od 00:35:01 do 00:40:00","od 01:30:01 do 01:40:00","od 03:10:01 do 03:25:00","3","42","9","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","8","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","6","32","od 00:03:31 do 00:04:00","Tak","Sztuki walki;Taniec/Zumba/Pole Dance;Crossfit/HIIT","5","75","Nie","","","4","10","Regularnie","20"
"2022/01/23 3:00:30 PM CET","1975","174","70","14","od 00:03:31 do 00:04:00","od 00:13:00 do 00:15:00","od 00:30:00 do 00:35:00","od 01:30:01 do 01:40:00","od 02:40:01 do 02:55:00","4","83","6","od 00:02:31 do 00:03:00","10","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","10","od 00:03:01 do 00:03:30","7","36","od 00:03:31 do 00:04:00","Tak","Crossfit/HIIT","2","45","Tak","Rozciąganie/Joga","3","3","9","Zawsze","5"
"2022/01/23 3:00:32 PM CET","2000","199","69","10","od 00:03:31 do 00:04:00","od 00:15:01 do 00:17:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","od 02:25:01 do 02:40:00","3","67","10","od 00:02:00 do 00:02:30","10","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","10","od 00:03:01 do 00:03:30","4","34","od 00:04:01 do 00:04:30","Nie","","","","Tak","Rozciąganie/Joga;Sauna;Masaż","5","2","8","Regularnie","15"
"2022/01/23 3:00:35 PM CET","1992","171","65","9","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 00:55:01 do 01:00:00","od 01:50:01 do 02:00:00","od 03:40:01 do 03:55:00","2","48","4","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","2","29","od 00:06:01 do 00:06:30","Nie","","","","Tak","Sauna","2","5","7","Zawsze","10"
"2022/01/23 3:00:37 PM CET","1996","148","56","8","od 00:03:31 do 00:04:00","od 00:15:01 do 00:17:00","od 00:35:01 do 00:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 do 02:55:00","4","89","6","od 00:02:00 do 00:02:30","12","od 00:02:31 do 00:03:00","12","od 00:03:01 do 00:03:30","7","od 00:02:31 do 00:03:00","5","38","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","4","13","Zawsze","10"
"2022/01/23 3:00:39 PM CET","1979","187","73","1","od 00:04:01 do 00:04:30","od 00:29:01 do 00:31:00","od 00:55:01 do 01:00:00","od 01:50:01 do 02:00:00","od 03:25:01 do 03:40:00","3","48","4","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","9","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","2","29","od 00:06:01 do 00:06:30","Tak","Pływanie","7","90","Tak","Sauna;Rozciąganie/Joga;Rolowanie","2","1","10","Czasem","20"
"2022/01/23 3:00:42 PM CET","1986","184","107","1","od 00:06:31 do 00:07:00","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","1","27","1","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","1","od 00:06:01 i powyżej","1","25","od 00:06:31 do 00:07:00","Nie","","","","Tak","Sauna","5","4","8","Czasem","20"
"2022/01/23 3:00:44 PM CET","1988","175","101","2","od 00:06:01 do 00:06:30","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","1","34","2","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","0","13","od 00:06:31 do 00:07:00","Tak","Pływanie;Crossfit/HIIT;Rower","2","90","Nie","","","1","5","Regularnie","5"
"2022/01/23 3:00:46 PM CET","2001","196","80","15","od 00:02:30 do 00:03:00","od 00:17:01 do 00:19:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","7","55","6","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","8","od 00:02:00 do 00:02:30","6","od 00:03:01 do 00:03:30","5","20","od 00:03:31 do 00:04:00","Tak","Trening siłowy;Taniec/Zumba/Pole Dance;Sztuki walki","4","75","Nie","","","3","5","Zawsze","5"
"2022/01/23 3:00:49 PM CET","1971","141","54","6","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 02:10:01 do 02:20:00","od 03:55:01 do 04:10:00","2","66","7","od 00:05:01 do 00:05:30","10","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","3","21","od 00:05:31 do 00:06:00","Nie","","","","Tak","Masaż;Rolowanie;Sauna","7","3","9","Czasem","5"
"2022/01/23 3:00:51 PM CET","1995","149","97","10","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:10:01 do 01:15:00","od 02:30:01 do 02:40:00","od 04:55:01 do 05:10:00","2","33","5","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","6","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","4","25","od 00:06:31 do 00:07:00","Nie","","","","Tak","Masaż;Sauna","2","2","11","Czasem","10"
"2022/01/23 3:00:54 PM CET","1996","168","94","6","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","3","42","7","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","4","od 00:04:01 do 00:04:30","5","23","od 00:05:01 do 00:05:30","Tak","Crossfit/HIIT;Trening siłowy;Rower","3","60","Nie","","","4","12","Zawsze","5"
"2022/01/23 3:00:56 PM CET","1975","174","93","12","od 00:04:01 do 00:04:30","od 00:23:01 do 00:25:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","66","5","od 00:04:01 do 00:04:30","7","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","4","od 00:04:31 do 00:05:00","3","21","od 00:05:31 do 00:06:00","Nie","","","","Tak","Masaż","5","1","10","Regularnie","15"
"2022/01/23 3:00:58 PM CET","1971","175","80","11","od 00:05:01 do 00:05:30","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","3","43","4","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","7","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","5","20","od 00:05:01 do 00:05:30","Nie","","","","Tak","Sauna","3","2","5","Regularnie","15"
"2022/01/23 3:01:01 PM CET","1979","177","73","8","od 00:02:30 do 00:03:00","od 00:17:01 do 00:19:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 02:40:01 do 02:55:00","3","42","6","od 00:02:31 do 00:03:00","8","od 00:03:01 do 00:03:30","11","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","4","26","od 00:04:31 do 00:05:00","Tak","Crossfit/HIIT;Sztuki walki","2","45","Nie","","","4","7","Zawsze","20"
"2022/01/23 3:01:03 PM CET","2001","146","67","16","od 00:02:30 do 00:03:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 02:55:01 do 03:10:00","6","46","7","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","8","od 00:03:01 do 00:03:30","9","od 00:03:01 do 00:03:30","5","23","od 00:04:01 do 00:04:30","Nie","","","","Tak","Masaż;Rozciąganie/Joga","6","2","7","Regularnie","5"
"2022/01/23 3:01:05 PM CET","1984","168","61","20","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 03:40:01 do 03:55:00","2","55","7","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","9","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","2","23","od 00:05:01 do 00:05:30","Tak","Trening siłowy;Pilates","9","30","Tak","Masaż;Rozciąganie/Joga","6","4","14","Zawsze","5"
"2022/01/23 3:01:08 PM CET","1983","147","64","5","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:35:01 do 00:37:00","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:40:01 do 04:55:00","1","46","3","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","2","15","od 00:07:01 i powyżej","Tak","Sztuki walki;Pływanie;Rower","2","45","Nie","","","2","13","Regularnie","10"
"2022/01/23 3:01:10 PM CET","1980","175","50","12","od 00:04:01 do 00:04:30","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:55:01 do 04:10:00","5","64","7","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","7","od 00:04:01 do 00:04:30","3","od 00:04:01 do 00:04:30","2","28","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","5","11","Zawsze","5"
